Käyttöönottovuosi,Merkki,Malli,Katsastusten lukumäärä,Hylkäys-%,Ajettujen kilometrien keskiarvo,Ajettujen kilometrien mediaani,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
2011,Skoda,Mallit yhteensä,4620,11.13,164000,155000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Renkaat ja vanteet
2011,Skoda,FABIA,625,9.92,108000,103000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
2011,Skoda,OCTAVIA,2573,10.84,164000,157000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2011,Skoda,SUPERB,859,11.99,219000,211000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,Käyttöjarru
2011,Skoda,YETI,480,11.46,146000,138000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2011,Subaru,Mallit yhteensä,659,15.33,173000,166000,Taka-akselisto,Käyttöjarru,Etuakselisto
2011,Subaru,FORESTER,348,14.08,171000,162000,Taka-akselisto,Käyttöjarru,Etuakselisto
2011,Subaru,LEGACY,298,17.45,179000,173000,Taka-akselisto,Käyttöjarru,Etuakselisto
2011,Suzuki,Mallit yhteensä,463,8.42,102000,99000,"Jousitus ja
iskunvaimennus",,
2011,Suzuki,SWIFT,102,2.94,96000,94000,,,
2011,Suzuki,SX4,231,11.69,106000,104000,"Jousitus ja
iskunvaimennus",,
2011,Toyota,Mallit yhteensä,6198,6.36,137000,123000,Käyttöjarru,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus"
2011,Toyota,AURIS,886,3.39,113000,106000,Käyttöjarru,,
2011,Toyota,AVENSIS,2053,7.26,162000,147000,Taka-akselisto,Renkaat ja vanteet,Käyttöjarru
2011,Toyota,AYGO,131,12.98,86000,78000,,,
2011,Toyota,COROLLA,581,4.48,110000,104000,,,
2011,Toyota,LAND CRUISER,106,1.89,188000,185000,,,
2011,Toyota,PRIUS,118,5.93,133000,126000,,,
2011,Toyota,RAV4,311,9.97,156000,151000,"Jousitus ja
iskunvaimennus",,
2011,Toyota,URBAN CRUISER,141,4.96,132000,118000,,,
2011,Toyota,VERSO,435,6.44,164000,154000,,,
2011,Toyota,VERSO-S,370,3.51,104000,102000,,,
2011,Toyota,YARIS,995,7.24,100000,90000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,"Käyttöjarrun
dynamometritesti"
2011,Volkswagen,Mallit yhteensä,8060,14.17,160000,146000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2011,Volkswagen,CADDY,250,21.2,227000,203000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2011,Volkswagen,CC,187,13.9,149000,146000,Etuakselisto,,
2011,Volkswagen,GOLF,2708,14.92,140000,132000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2011,Volkswagen,GOLF PLUS,508,5.12,106000,100000,"Käyttöjarrun
dynamometritesti",,
2011,Volkswagen,JETTA,452,19.25,147000,138000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2011,Volkswagen,PASSAT,1835,13.19,190000,185000,"Jousitus ja
iskunvaimennus",Etuakselisto,Renkaat ja vanteet
2011,Volkswagen,POLO,791,12.64,102000,96000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
2011,Volkswagen,SHARAN,199,10.05,200000,193000,,,
2011,Volkswagen,TIGUAN,262,11.83,167000,160000,"Jousitus ja
iskunvaimennus",Etuakselisto,Asiapaperit
2011,Volkswagen,TOURAN,535,16.07,187000,168000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Volkswagen,TRANSPORTER,107,27.1,392000,418000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2011,Volvo,Mallit yhteensä,4635,10.25,191000,182000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2011,Volvo,S40,233,15.02,156000,152000,"Jousitus ja
iskunvaimennus",,
2011,Volvo,S60,460,6.74,163000,154000,,,
2011,Volvo,S80,129,6.2,218000,189000,,,
2011,Volvo,V50,947,11.19,176000,173000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2011,Volvo,V60,751,8.52,179000,178000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2011,Volvo,V70,884,10.63,236000,214000,Käyttöjarru,Renkaat ja vanteet,Taka-akselisto
2011,Volvo,XC60,878,11.85,194000,189000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2011,Volvo,XC70,203,6.9,207000,194000,,,
2012,Merkit yhteensä,Mallit yhteensä,56518,10.89,134000,122000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2012,Alfa Romeo,Mallit yhteensä,140,12.86,103000,94000,,,
2012,Alfa Romeo,GIULIETTA,109,9.17,102000,94000,,,
2012,Audi,Mallit yhteensä,3828,4.41,144000,139000,,,
2012,Audi,A1,144,6.94,86000,85000,,,
2012,Audi,A3,434,6.22,117000,113000,,,
2012,Audi,A4,1170,4.53,148000,142000,,,
2012,Audi,A5,330,4.24,130000,123000,,,
2012,Audi,A6,944,3.92,170000,166000,Renkaat ja vanteet,Etuakselisto,
2012,Audi,Q3,262,3.82,119000,113000,,,
2012,Audi,Q5,305,2.95,155000,153000,,,
2012,BMW,Mallit yhteensä,2667,11.89,153000,148000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2012,BMW,1,418,12.2,119000,112000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2012,BMW,3,579,11.57,152000,145000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2012,BMW,5,985,14.01,174000,168000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2012,BMW,X1,118,14.41,134000,130000,,,
2012,BMW,X3,340,8.82,153000,151000,,,
2012,Chevrolet,Mallit yhteensä,528,14.2,122000,111000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Taka-akselisto
2012,Chevrolet,CRUZE,255,13.73,113000,109000,Käyttöjarru,,
2012,Citroen,Mallit yhteensä,1444,15.72,113000,103000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2012,Citroen,C3,273,13.55,78000,72000,Etuakselisto,,
2012,Citroen,C4,342,11.99,103000,96000,Etuakselisto,,
2012,Citroen,C4 PICASSO,105,22.86,139000,126000,,,
2012,Citroen,C5,289,17.3,146000,140000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2012,Citroen,DS5,109,16.51,129000,121000,,,
2012,Dacia,Mallit yhteensä,314,23.89,126000,119000,"Ohjausnivelet ja
-tangot",Etuakselisto,
2012,Dacia,DUSTER,268,22.76,130000,126000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
2012,Fiat,Mallit yhteensä,347,26.51,91000,78000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2012,Fiat,500,115,33.04,71000,68000,Etuakselisto,,
2012,Fiat,PUNTO,126,16.67,77000,76000,,,
2012,Ford,Mallit yhteensä,4132,11.93,133000,121000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,"Ohjausnivelet ja
-tangot"
2012,Ford,C-MAX,190,9.47,137000,128000,,,
2012,Ford,FIESTA,933,12,90000,86000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2012,Ford,FOCUS,1567,9.51,120000,115000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Renkaat ja vanteet
2012,Ford,GRAND C-MAX,237,10.55,164000,158000,,,
2012,Ford,KUGA,121,8.26,144000,144000,,,
2012,Ford,MONDEO,702,14.53,177000,163000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2012,Ford,S-MAX,170,20,182000,167000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2012,Honda,Mallit yhteensä,1634,4.35,117000,109000,Käyttöjarru,,
2012,Honda,ACCORD,204,9.8,146000,142000,,,
2012,Honda,CIVIC,582,2.41,93000,91000,,,
2012,Honda,CR-V,646,4.33,139000,130000,Käyttöjarru,,
2012,Honda,JAZZ,160,2.5,90000,87000,,,
2012,Hyundai,Mallit yhteensä,2114,16.32,111000,100000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
2012,Hyundai,I20,699,8.44,86000,80000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2012,Hyundai,I30,545,13.94,108000,101000,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti",
2012,Hyundai,I40,429,30.54,150000,138000,"Ohjausnivelet ja
-tangot",Taka-akselisto,"Jousitus ja
iskunvaimennus"
2012,Hyundai,IX20,145,14.48,87000,78000,,,
2012,Hyundai,IX35,229,17.47,122000,118000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2012,Jeep,Mallit yhteensä,154,27.27,139000,128000,Taka-akselisto,Asiapaperit,Etuakselisto
2012,Kia,Mallit yhteensä,2901,14.79,107000,99000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2012,Kia,CEED,935,15.4,113000,107000,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti",
2012,Kia,PICANTO,180,13.33,68000,63000,,,
2012,Kia,RIO,670,8.51,88000,82000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2012,Kia,SORENTO,168,25,170000,163000,Etuakselisto,"Seisontajarrun
dynamometritesti",
2012,Kia,SPORTAGE,532,20.11,126000,119000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2012,Kia,VENGA,322,11.18,88000,81000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2012,Land Rover,Mallit yhteensä,230,5.65,156000,138000,,,
2012,Land Rover,"RANGE ROVER
EVOQUE",129,5.43,125000,131000,,,
2012,Lexus,Mallit yhteensä,171,4.09,121000,117000,,,
2012,Mazda,Mallit yhteensä,678,8.55,114000,107000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2012,Mazda,3,167,3.59,87000,84000,,,
2012,Mazda,6,349,10.03,123000,115000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2012,Mercedes-Benz,Mallit yhteensä,3817,11.45,186000,159000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2012,Mercedes-Benz,A,146,10.27,98000,80000,,,
2012,Mercedes-Benz,B,408,8.82,123000,109000,"Jousitus ja
iskunvaimennus",,
2012,Mercedes-Benz,C,1334,8.47,166000,156000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2012,Mercedes-Benz,E,944,10.7,219000,196000,Käyttöjarru,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2012,Mercedes-Benz,GLK,185,14.05,154000,151000,Etuakselisto,,
2012,Mercedes-Benz,M,326,11.96,160000,155000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
2012,Mercedes-Benz,SPRINTER,157,27.39,437000,435000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Käyttöjarru
2012,Mercedes-Benz,VITO,101,36.63,380000,424000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Etuakselisto
2012,Mini,Mallit yhteensä,148,12.16,93000,89000,,,
2012,Mini,COOPER,142,11.27,93000,88000,,,
2012,Mitsubishi,Mallit yhteensä,718,8.64,131000,126000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
2012,Mitsubishi,ASX,444,8.11,124000,119000,Käyttöjarru,,
2012,Mitsubishi,OUTLANDER,173,12.72,155000,154000,,,
2012,Nissan,Mallit yhteensä,3175,16.16,116000,109000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2012,Nissan,JUKE,398,15.58,100000,97000,Etuakselisto,,
2012,Nissan,MICRA,295,16.95,74000,68000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2012,Nissan,NOTE,202,22.28,97000,92000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2012,Nissan,QASHQAI,1520,13.03,117000,111000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2012,Nissan,QASHQAI+2,676,21.6,146000,139000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2012,Opel,Mallit yhteensä,2014,12.02,124000,116000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2012,Opel,AMPERA,137,16.06,132000,129000,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2012,Opel,ASTRA,970,9.59,115000,112000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Renkaat ja vanteet
2012,Opel,CORSA,240,20,82000,80000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2012,Opel,INSIGNIA,348,10.63,155000,145000,Käyttöjarru,,
2012,Opel,ZAFIRA TOURER,169,9.47,156000,147000,Käyttöjarru,,
2012,Peugeot,Mallit yhteensä,1554,13.84,116000,107000,Etuakselisto,Käyttöjarru,
2012,Peugeot,206,234,17.52,74000,67000,"Ohjausnivelet ja
-tangot",,
2012,Peugeot,208,139,10.07,83000,80000,,,
2012,Peugeot,3008,209,15.79,122000,116000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2012,Peugeot,308,281,15.3,115000,109000,Etuakselisto,,
2012,Peugeot,508,422,10.9,148000,139000,Käyttöjarru,,
2012,Renault,Mallit yhteensä,588,20.58,118000,110000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2012,Renault,MEGANE,300,19.33,117000,113000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
2012,Seat,Mallit yhteensä,697,9.47,126000,119000,Käyttöjarru,Renkaat ja vanteet,Etuakselisto
2012,Seat,ALHAMBRA,103,15.53,168000,162000,,,
2012,Seat,IBIZA,112,5.36,91000,87000,,,
2012,Seat,IBIZA ST,223,8.97,104000,100000,Käyttöjarru,,
2012,Skoda,Mallit yhteensä,3987,9.63,143000,132000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Renkaat ja vanteet
2012,Skoda,CITIGO,101,4.95,87000,85000,,,
2012,Skoda,FABIA,358,7.26,97000,91000,Käyttöjarru,,
2012,Skoda,OCTAVIA,2230,9.69,144000,134000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2012,Skoda,ROOMSTER,210,14.76,117000,111000,Käyttöjarru,,
2012,Skoda,SUPERB,706,11.33,189000,180000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,Taka-akselisto
2012,Skoda,YETI,380,6.84,126000,115000,,,
2012,Subaru,Mallit yhteensä,565,15.22,150000,142000,Taka-akselisto,Etuakselisto,Käyttöjarru
2012,Subaru,FORESTER,240,12.92,157000,147000,Taka-akselisto,,
2012,Subaru,LEGACY,200,19.5,166000,156000,Taka-akselisto,Etuakselisto,Käyttöjarru
2012,Subaru,XV,122,13.11,113000,104000,Etuakselisto,,
2012,Suzuki,Mallit yhteensä,391,11,90000,90000,"Jousitus ja
iskunvaimennus",,
2012,Suzuki,SX4,230,16.52,94000,95000,"Jousitus ja
iskunvaimennus",,
2012,Toyota,Mallit yhteensä,6679,5.14,113000,103000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,Käyttöjarru
2012,Toyota,AURIS,689,4.06,95000,90000,Käyttöjarru,"Seisontajarrun
dynamometritesti",
2012,Toyota,AVENSIS,2293,4.49,135000,127000,Renkaat ja vanteet,,
2012,Toyota,AYGO,109,4.59,84000,70000,,,
2012,Toyota,COROLLA,514,3.31,96000,89000,,,
2012,Toyota,LAND CRUISER,151,3.31,173000,165000,,,
2012,Toyota,PRIUS,139,5.76,123000,108000,,,
2012,Toyota,RAV4,294,5.44,130000,126000,,,
2012,Toyota,VERSO,433,6.93,142000,130000,Renkaat ja vanteet,,
2012,Toyota,VERSO-S,287,3.83,89000,84000,,,
2012,Toyota,YARIS,1671,6.82,81000,76000,"Jousitus ja
iskunvaimennus",,
2012,Volkswagen,Mallit yhteensä,6734,11.23,143000,126000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2012,Volkswagen,BEETLE,246,6.1,92000,88000,,,
2012,Volkswagen,CADDY,347,16.71,210000,170000,Etuakselisto,"Seisontajarrun
dynamometritesti",Renkaat ja vanteet
2012,Volkswagen,CC,130,11.54,137000,135000,,,
2012,Volkswagen,GOLF,1903,11.09,121000,113000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2012,Volkswagen,GOLF PLUS,370,6.49,91000,85000,,,
2012,Volkswagen,JETTA,474,14.35,122000,113000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Käyttöjarrun
dynamometritesti"
2012,Volkswagen,PASSAT,1310,10.92,176000,168000,"Jousitus ja
iskunvaimennus",Etuakselisto,Renkaat ja vanteet
2012,Volkswagen,POLO,592,8.11,88000,81000,Käyttöjarru,,
2012,Volkswagen,SHARAN,138,11.59,188000,168000,,,
2012,Volkswagen,TIGUAN,430,6.51,146000,143000,"Jousitus ja
iskunvaimennus",,
2012,Volkswagen,TOURAN,315,14.6,162000,147000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2012,Volkswagen,TRANSPORTER,162,22.84,344000,346000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Etuakselisto
2012,Volkswagen,UP!,152,10.53,77000,72000,,,
2012,Volvo,Mallit yhteensä,3896,10.75,167000,158000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2012,Volvo,S40,154,11.04,131000,125000,,,
2012,Volvo,S60,339,11.5,139000,132000,Etuakselisto,,
2012,Volvo,S80,126,12.7,175000,156000,,,
2012,Volvo,V50,701,16.41,155000,151000,"Jousitus ja
iskunvaimennus",Etuakselisto,Renkaat ja vanteet
2012,Volvo,V60,656,10.52,159000,157000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2012,Volvo,V70,800,11,203000,186000,Etuakselisto,Käyttöjarru,
2012,Volvo,XC60,774,6.72,168000,162000,"Jousitus ja
iskunvaimennus",Taka-akselisto,
2012,Volvo,XC70,217,4.61,179000,171000,,,
2013,Merkit yhteensä,Mallit yhteensä,49257,7.86,117000,103000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
2013,Audi,Mallit yhteensä,3005,3.93,125000,118000,Renkaat ja vanteet,,
2013,Audi,A3,671,5.22,104000,98000,Käyttöjarru,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus"
2013,Audi,A4,1044,3.64,131000,124000,Renkaat ja vanteet,,
2013,Audi,A5,208,4.33,133000,116000,,,
2013,Audi,A6,489,2.66,147000,141000,,,
2013,Audi,Q3,121,4.96,112000,107000,,,
2013,Audi,Q5,245,3.27,132000,128000,,,
2013,BMW,Mallit yhteensä,2917,7.27,133000,126000,Käyttöjarru,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus"
2013,BMW,1,327,8.87,102000,97000,Renkaat ja vanteet,Käyttöjarru,
2013,BMW,3,1357,5.97,135000,127000,Renkaat ja vanteet,Valmistajan kilpi,
2013,BMW,5,685,9.78,152000,147000,"Jousitus ja
iskunvaimennus",Etuakselisto,
2013,BMW,X1,151,7.95,115000,111000,,,
2013,BMW,X3,241,4.15,127000,125000,,,
2013,Chevrolet,Mallit yhteensä,500,9.4,108000,93000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2013,Chevrolet,CRUZE,221,9.5,107000,100000,Käyttöjarru,,
2013,Citroen,Mallit yhteensä,1095,12.15,103000,93000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2013,Citroen,BERLINGO,235,18.72,114000,107000,Etuakselisto,,
2013,Citroen,C3,172,8.72,72000,67000,,,
2013,Citroen,C4,212,10.38,98000,91000,Etuakselisto,,
2013,Citroen,C5,170,10.59,138000,123000,Etuakselisto,,
2013,Dacia,Mallit yhteensä,333,23.72,102000,95000,Etuakselisto,"Ohjausnivelet ja
-tangot",Renkaat ja vanteet
2013,Dacia,DUSTER,184,26.09,111000,106000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2013,Dacia,SANDERO,100,20,80000,74000,Etuakselisto,,
2013,Fiat,Mallit yhteensä,371,16.44,75000,67000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2013,Fiat,500,103,18.45,57000,60000,Etuakselisto,,
2013,Fiat,PUNTO,173,15.61,72000,62000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",
2013,Ford,Mallit yhteensä,3646,10.23,113000,98000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",Renkaat ja vanteet
2013,Ford,B-MAX,185,11.89,78000,74000,"Ohjausnivelet ja
-tangot",,
2013,Ford,C-MAX,174,5.17,102000,94000,,,
2013,Ford,FIESTA,969,12.07,77000,74000,"Ohjausnivelet ja
-tangot",Renkaat ja vanteet,Etuakselisto
2013,Ford,FOCUS,1228,9.28,105000,100000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,Käyttöjarru
2013,Ford,GRAND C-MAX,128,12.5,142000,135000,,,
2013,Ford,KUGA,191,5.76,123000,121000,,,
2013,Ford,MONDEO,544,9.01,153000,144000,Renkaat ja vanteet,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2013,Honda,Mallit yhteensä,1570,2.29,104000,97000,,,
2013,Honda,ACCORD,126,1.59,123000,113000,,,
2013,Honda,CIVIC,437,2.97,92000,87000,,,
2013,Honda,CR-V,889,1.91,111000,103000,,,
2013,Honda,JAZZ,102,2.94,69000,67000,,,
2013,Hyundai,Mallit yhteensä,1594,13.05,95000,85000,Käyttöjarru,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2013,Hyundai,I20,658,13.37,74000,67000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti",Käyttöjarru
2013,Hyundai,I30,427,8.67,104000,96000,Käyttöjarru,"Ohjausnivelet ja
-tangot",Renkaat ja vanteet
2013,Hyundai,I40,250,22,133000,115000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Käyttöjarru
2013,Hyundai,IX35,153,13.73,104000,96000,,,
2013,Kia,Mallit yhteensä,2703,10.99,93000,86000,Käyttöjarru,"Ohjausnivelet ja
-tangot",Etuakselisto
2013,Kia,CEED,912,9.54,102000,96000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2013,Kia,PICANTO,106,7.55,59000,51000,,,
2013,Kia,RIO,852,7.63,74000,69000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Renkaat ja vanteet
2013,Kia,SPORTAGE,406,19.21,110000,106000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2013,Kia,VENGA,188,9.04,78000,74000,,,
2013,Mazda,Mallit yhteensä,829,4.46,107000,101000,,,
2013,Mazda,6,515,4.47,109000,103000,,,
2013,Mazda,CX-5,196,4.08,121000,117000,,,
2013,Mercedes-Benz,Mallit yhteensä,3636,9.6,165000,131000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2013,Mercedes-Benz,A,566,6.89,93000,86000,Käyttöjarru,Renkaat ja vanteet,"Sisäinen
valvontajärjestelmä
(OBD)"
2013,Mercedes-Benz,B,327,6.73,111000,102000,,,
2013,Mercedes-Benz,C,686,10.06,153000,148000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2013,Mercedes-Benz,CLA,143,10.49,101000,95000,,,
2013,Mercedes-Benz,CLS,109,6.42,129000,122000,,,
2013,Mercedes-Benz,E,1057,7.85,194000,169000,"Seisontajarrun
dynamometritesti",Etuakselisto,Renkaat ja vanteet
2013,Mercedes-Benz,GLK,183,7.1,136000,130000,,,
2013,Mercedes-Benz,M,160,8.75,139000,131000,,,
2013,Mercedes-Benz,SPRINTER,201,26.87,401000,394000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Ohjausnivelet ja
-tangot"
2013,Mini,Mallit yhteensä,115,4.35,80000,73000,,,
2013,Mini,COOPER,103,2.91,81000,76000,,,
2013,Mitsubishi,Mallit yhteensä,438,11.19,120000,114000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
2013,Mitsubishi,ASX,213,10.33,104000,101000,"Seisontajarrun
dynamometritesti",,
2013,Mitsubishi,OUTLANDER,187,14.44,144000,142000,"Seisontajarrun
dynamometritesti",,
2013,Nissan,Mallit yhteensä,2584,12.07,97000,91000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2013,Nissan,JUKE,215,10.23,83000,81000,Etuakselisto,,
2013,Nissan,MICRA,159,12.58,59000,56000,Etuakselisto,,
2013,Nissan,NOTE,254,17.72,83000,80000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2013,Nissan,QASHQAI,1560,10.13,98000,93000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2013,Nissan,QASHQAI+2,342,17.25,123000,117000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2013,Opel,Mallit yhteensä,1860,6.77,100000,92000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2013,Opel,ASTRA,678,3.69,95000,90000,Käyttöjarru,,
2013,Opel,CORSA,221,11.31,74000,71000,"Jousitus ja
iskunvaimennus",,
2013,Opel,INSIGNIA,276,6.16,137000,123000,,,
2013,Opel,MOKKA,399,5.51,93000,88000,,,
2013,Peugeot,Mallit yhteensä,1133,9.71,105000,96000,Etuakselisto,Käyttöjarru,
2013,Peugeot,208,256,4.69,77000,70000,,,
2013,Peugeot,3008,119,17.65,109000,104000,Etuakselisto,,
2013,Peugeot,308,215,8.37,98000,90000,,,
2013,Peugeot,508,307,7.82,134000,128000,,,
2013,Renault,Mallit yhteensä,433,18.24,91000,84000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2013,Renault,CLIO,195,23.59,77000,71000,Etuakselisto,,
2013,Renault,MEGANE,150,10.67,106000,98000,,,
2013,Seat,Mallit yhteensä,750,6.13,106000,98000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Renkaat ja vanteet
2013,Seat,LEON,273,4.03,105000,101000,,,
2013,Seat,TOLEDO,229,5.68,98000,90000,,,
2013,Skoda,Mallit yhteensä,3416,5.53,119000,107000,Käyttöjarru,Renkaat ja vanteet,"Käyttöjarrun
dynamometritesti"
2013,Skoda,CITIGO,140,7.14,63000,48000,,,
2013,Skoda,FABIA,248,6.85,82000,75000,,,
2013,Skoda,OCTAVIA,1622,5.36,123000,113000,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus",Käyttöjarru
2013,Skoda,RAPID,496,5.44,96000,94000,Käyttöjarru,,
2013,Skoda,SUPERB,469,6.61,180000,168000,,,
2013,Skoda,YETI,373,3.22,108000,96000,,,
